age,age_o,Subject race,Partner race,Subject gender,Partner gender,Attraction,Interracial relationship,match,Subject dec,Partner dec,Subject age,Partner age,Same_Age_Bracket
28,28,ASIAN,WHITE,0,1,7,1,0,1,0,21,21,1
28,28,ASIAN,ASIAN,0,1,5,0,0,0,1,21,21,1
28,29,ASIAN,WHITE,0,1,6,1,1,1,1,21,21,1
28,27,ASIAN,WHITE,0,1,6,1,0,1,0,21,21,1
28,22,ASIAN,WHITE,0,1,5,1,0,0,0,21,21,1
27,23,WHITE,WHITE,0,1,5,0,0,0,1,21,21,1
27,28,WHITE,WHITE,0,1,6,0,0,0,1,21,21,1
27,29,WHITE,BLACK,0,1,9,1,0,0,1,21,21,1
27,22,WHITE,WHITE,0,1,10,0,1,1,1,21,21,1
27,27,WHITE,ASIAN,0,1,5,1,0,0,0,21,21,1
27,26,WHITE,WHITE,0,1,9,0,1,1,1,21,21,1
27,27,WHITE,WHITE,0,1,7,0,0,0,0,21,21,1
27,30,WHITE,WHITE,0,1,7,0,0,0,0,21,21,1
27,26,WHITE,OTHER,0,1,9,1,1,1,1,21,21,1
27,23,WHITE,WHITE,0,1,8,0,0,0,1,21,21,1
27,23,WHITE,ASIAN,0,1,5,1,0,0,1,21,21,1
27,28,WHITE,WHITE,0,1,9,0,1,1,1,21,21,1
27,28,WHITE,ASIAN,0,1,6,1,0,0,1,21,21,1
27,29,WHITE,WHITE,0,1,8,0,1,1,1,21,21,1
27,27,WHITE,WHITE,0,1,9,0,1,1,1,21,21,1
27,22,WHITE,WHITE,0,1,9,0,1,1,1,21,21,1
27,23,WHITE,WHITE,0,1,2,0,0,0,1,21,21,1
27,28,WHITE,WHITE,0,1,1,0,0,0,1,21,21,1
27,29,WHITE,BLACK,0,1,7,1,0,0,0,21,21,1
27,22,WHITE,WHITE,0,1,8,0,1,1,1,21,21,1
27,27,WHITE,ASIAN,0,1,2,1,0,0,0,21,21,1
27,26,WHITE,WHITE,0,1,6,0,0,0,0,21,21,1
27,27,WHITE,WHITE,0,1,6,0,0,0,0,21,21,1
27,30,WHITE,WHITE,0,1,7,0,0,0,0,21,21,1
27,26,WHITE,OTHER,0,1,8,1,0,0,1,21,21,1
27,23,WHITE,WHITE,0,1,5,0,0,0,1,21,21,1
27,23,WHITE,ASIAN,0,1,3,1,0,0,1,21,21,1
27,28,WHITE,WHITE,0,1,8,0,0,1,0,21,21,1
27,28,WHITE,ASIAN,0,1,2,1,0,0,1,21,21,1
27,29,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
27,27,WHITE,WHITE,0,1,5,0,0,0,0,21,21,1
27,22,WHITE,WHITE,0,1,3,0,0,0,1,21,21,1
30,23,BLACK,WHITE,0,1,4,1,0,0,1,21,21,1
30,28,BLACK,WHITE,0,1,3,1,0,0,0,21,21,1
30,29,BLACK,BLACK,0,1,7,0,1,1,1,21,21,1
30,22,BLACK,WHITE,0,1,8,1,0,1,0,21,21,1
30,27,BLACK,ASIAN,0,1,7,1,0,0,1,21,21,1
30,26,BLACK,WHITE,0,1,6,1,1,1,1,21,21,1
30,27,BLACK,WHITE,0,1,7,1,0,0,0,21,21,1
30,30,BLACK,WHITE,0,1,8,1,0,0,0,21,21,1
30,26,BLACK,OTHER,0,1,7,1,0,0,1,21,21,1
30,23,BLACK,WHITE,0,1,6,1,0,0,1,21,21,1
30,23,BLACK,ASIAN,0,1,6,1,0,0,0,21,21,1
30,28,BLACK,WHITE,0,1,7,1,0,1,0,21,21,1
30,28,BLACK,ASIAN,0,1,4,1,0,0,1,21,21,1
30,29,BLACK,WHITE,0,1,5,1,0,0,1,21,21,1
30,27,BLACK,WHITE,0,1,5,1,1,1,1,21,21,1
30,22,BLACK,WHITE,0,1,6,1,1,1,1,21,21,1
28,23,ASIAN,WHITE,0,1,2,1,0,0,1,21,21,1
28,28,ASIAN,WHITE,0,1,2,1,0,0,0,21,21,1
28,29,ASIAN,BLACK,0,1,7,1,0,0,1,21,21,1
28,22,ASIAN,WHITE,0,1,7,1,0,1,0,21,21,1
28,27,ASIAN,ASIAN,0,1,3,0,0,0,0,21,21,1
28,26,ASIAN,WHITE,0,1,5,1,0,0,0,21,21,1
28,27,ASIAN,WHITE,0,1,5,1,0,0,1,21,21,1
28,30,ASIAN,WHITE,0,1,6,1,0,0,1,21,21,1
28,26,ASIAN,OTHER,0,1,6,1,0,0,1,21,21,1
28,23,ASIAN,WHITE,0,1,4,1,0,0,1,21,21,1
28,23,ASIAN,ASIAN,0,1,2,0,0,0,1,21,21,1
28,28,ASIAN,WHITE,0,1,8,1,1,1,1,21,21,1
28,28,ASIAN,ASIAN,0,1,3,0,0,0,1,21,21,1
28,29,ASIAN,WHITE,0,1,5,1,0,0,1,21,21,1
28,27,ASIAN,WHITE,0,1,7,1,0,0,1,21,21,1
28,22,ASIAN,WHITE,0,1,5,1,0,0,1,21,21,1
23,24,WHITE,WHITE,1,0,10,0,0,1,0,21,21,1
23,33,WHITE,WHITE,1,0,6,0,0,1,0,21,31,0
23,23,WHITE,WHITE,1,0,9,0,0,1,0,21,21,1
23,24,WHITE,WHITE,1,0,9,0,0,1,0,21,21,1
23,36,WHITE,WHITE,1,0,8,0,0,1,0,21,31,0
23,26,WHITE,ASIAN,1,0,9,1,0,1,0,21,21,1
23,27,WHITE,ASIAN,1,0,9,1,0,1,0,21,21,1
23,28,WHITE,WHITE,1,0,9,0,0,1,0,21,21,1
23,31,WHITE,WHITE,1,0,10,0,0,1,0,21,31,0
23,28,WHITE,WHITE,1,0,10,0,0,1,0,21,21,1
23,27,WHITE,ASIAN,1,0,9,1,0,1,0,21,21,1
23,28,WHITE,ASIAN,1,0,7,1,0,1,0,21,21,1
23,27,WHITE,WHITE,1,0,9,0,0,1,0,21,21,1
23,27,WHITE,WHITE,1,0,10,0,0,1,0,21,21,1
23,30,WHITE,BLACK,1,0,9,1,0,1,0,21,21,1
23,28,WHITE,ASIAN,1,0,9,1,0,1,0,21,21,1
28,24,WHITE,WHITE,1,0,7,0,1,1,1,21,21,1
28,33,WHITE,WHITE,1,0,5,0,0,0,0,21,31,0
28,23,WHITE,WHITE,1,0,8,0,0,1,0,21,21,1
28,24,WHITE,WHITE,1,0,8,0,0,1,0,21,21,1
28,36,WHITE,WHITE,1,0,6,0,0,0,0,21,31,0
28,26,WHITE,ASIAN,1,0,6,1,0,0,0,21,21,1
28,27,WHITE,ASIAN,1,0,7,1,0,0,0,21,21,1
28,28,WHITE,WHITE,1,0,8,0,0,1,0,21,21,1
28,31,WHITE,WHITE,1,0,8,0,0,1,0,21,31,0
28,28,WHITE,WHITE,1,0,8,0,0,1,0,21,21,1
28,27,WHITE,ASIAN,1,0,7,1,0,0,0,21,21,1
28,28,WHITE,ASIAN,1,0,7,1,1,1,1,21,21,1
28,27,WHITE,WHITE,1,0,7,0,0,1,0,21,21,1
28,27,WHITE,WHITE,1,0,7,0,0,1,0,21,21,1
28,30,WHITE,BLACK,1,0,6,1,0,0,0,21,21,1
28,28,WHITE,ASIAN,1,0,6,1,0,0,0,21,21,1
29,24,BLACK,WHITE,1,0,6,1,0,0,1,21,21,1
29,33,BLACK,WHITE,1,0,4,1,0,0,0,21,31,0
29,23,BLACK,WHITE,1,0,6,1,0,0,0,21,21,1
29,24,BLACK,WHITE,1,0,4,1,0,0,0,21,21,1
29,36,BLACK,WHITE,1,0,5,1,0,0,0,21,31,0
29,26,BLACK,ASIAN,1,0,8,1,1,1,1,21,21,1
29,27,BLACK,ASIAN,1,0,7,1,0,1,0,21,21,1
29,28,BLACK,WHITE,1,0,6,1,1,1,1,21,21,1
29,31,BLACK,WHITE,1,0,7,1,0,1,0,21,31,0
29,28,BLACK,WHITE,1,0,8,1,0,1,0,21,21,1
29,27,BLACK,ASIAN,1,0,7,1,0,0,0,21,21,1
29,28,BLACK,ASIAN,1,0,7,1,0,0,0,21,21,1
29,27,BLACK,WHITE,1,0,8,1,0,1,0,21,21,1
29,27,BLACK,WHITE,1,0,7,1,0,0,0,21,21,1
29,30,BLACK,BLACK,1,0,8,0,1,1,1,21,21,1
29,28,BLACK,ASIAN,1,0,10,1,0,1,0,21,21,1
22,24,WHITE,WHITE,1,0,8,0,0,0,1,21,21,1
22,33,WHITE,WHITE,1,0,5,0,0,0,1,21,31,0
22,23,WHITE,WHITE,1,0,6,0,0,0,1,21,21,1
22,24,WHITE,WHITE,1,0,6,0,0,0,1,21,21,1
22,36,WHITE,WHITE,1,0,5,0,0,0,0,21,31,0
22,26,WHITE,ASIAN,1,0,7,1,0,0,1,21,21,1
22,27,WHITE,ASIAN,1,0,6,1,0,0,0,21,21,1
22,28,WHITE,WHITE,1,0,7,0,0,0,0,21,21,1
22,31,WHITE,WHITE,1,0,8,0,0,0,0,21,31,0
22,28,WHITE,WHITE,1,0,10,0,0,1,0,21,21,1
22,27,WHITE,ASIAN,1,0,7,1,0,0,1,21,21,1
22,28,WHITE,ASIAN,1,0,7,1,0,0,1,21,21,1
22,27,WHITE,WHITE,1,0,9,0,1,1,1,21,21,1
22,27,WHITE,WHITE,1,0,7,0,1,1,1,21,21,1
22,30,WHITE,BLACK,1,0,7,1,0,0,1,21,21,1
22,28,WHITE,ASIAN,1,0,8,1,0,0,1,21,21,1
27,24,ASIAN,WHITE,1,0,6,1,0,0,1,21,21,1
27,33,ASIAN,WHITE,1,0,3,1,0,0,0,21,31,0
27,23,ASIAN,WHITE,1,0,8,1,1,1,1,21,21,1
27,24,ASIAN,WHITE,1,0,5,1,0,0,0,21,21,1
27,36,ASIAN,WHITE,1,0,4,1,0,0,0,21,31,0
27,26,ASIAN,ASIAN,1,0,5,0,0,1,0,21,21,1
27,27,ASIAN,ASIAN,1,0,6,0,0,1,0,21,21,1
27,28,ASIAN,WHITE,1,0,8,1,0,1,0,21,21,1
27,31,ASIAN,WHITE,1,0,6,1,0,0,0,21,31,0
27,28,ASIAN,WHITE,1,0,8,1,1,1,1,21,21,1
27,27,ASIAN,ASIAN,1,0,6,0,0,0,0,21,21,1
27,28,ASIAN,ASIAN,1,0,5,0,0,0,1,21,21,1
27,27,ASIAN,WHITE,1,0,7,1,0,0,0,21,21,1
27,27,ASIAN,WHITE,1,0,6,1,0,0,0,21,21,1
27,30,ASIAN,BLACK,1,0,5,1,0,1,0,21,21,1
27,28,ASIAN,ASIAN,1,0,5,0,0,0,0,21,21,1
26,24,WHITE,WHITE,1,0,7,0,0,0,1,21,21,1
26,33,WHITE,WHITE,1,0,5,0,0,0,1,21,31,0
26,23,WHITE,WHITE,1,0,8,0,0,0,0,21,21,1
26,24,WHITE,WHITE,1,0,6,0,0,0,1,21,21,1
26,36,WHITE,WHITE,1,0,5,0,0,0,0,21,31,0
26,26,WHITE,ASIAN,1,0,7,1,0,0,1,21,21,1
26,27,WHITE,ASIAN,1,0,8,1,0,0,1,21,21,1
26,28,WHITE,WHITE,1,0,8,0,0,1,0,21,21,1
26,31,WHITE,WHITE,1,0,9,0,0,1,0,21,31,0
26,28,WHITE,WHITE,1,0,8,0,0,1,0,21,21,1
26,27,WHITE,ASIAN,1,0,6,1,0,0,0,21,21,1
26,28,WHITE,ASIAN,1,0,8,1,1,1,1,21,21,1
26,27,WHITE,WHITE,1,0,8,0,1,1,1,21,21,1
26,27,WHITE,WHITE,1,0,8,0,0,0,0,21,21,1
26,30,WHITE,BLACK,1,0,8,1,1,1,1,21,21,1
26,28,WHITE,ASIAN,1,0,7,1,0,0,0,21,21,1
27,24,WHITE,WHITE,1,0,8,0,0,0,1,21,21,1
27,33,WHITE,WHITE,1,0,4,0,0,0,1,21,31,0
27,23,WHITE,WHITE,1,0,7,0,0,0,0,21,21,1
27,24,WHITE,WHITE,1,0,4,0,0,0,1,21,21,1
27,36,WHITE,WHITE,1,0,9,0,1,1,1,21,31,0
27,26,WHITE,ASIAN,1,0,9,1,0,0,0,21,21,1
27,27,WHITE,ASIAN,1,0,7,1,0,0,0,21,21,1
27,28,WHITE,WHITE,1,0,6,0,0,0,0,21,21,1
27,31,WHITE,WHITE,1,0,9,0,0,1,0,21,31,0
27,28,WHITE,WHITE,1,0,9,0,0,1,0,21,21,1
27,27,WHITE,ASIAN,1,0,8,1,1,1,1,21,21,1
27,28,WHITE,ASIAN,1,0,7,1,0,0,1,21,21,1
27,27,WHITE,WHITE,1,0,8,0,0,0,0,21,21,1
27,27,WHITE,WHITE,1,0,5,0,0,0,0,21,21,1
27,30,WHITE,BLACK,1,0,8,1,0,0,0,21,21,1
27,28,WHITE,ASIAN,1,0,8,1,0,1,0,21,21,1
30,24,WHITE,WHITE,1,0,8,0,0,0,0,21,21,1
30,33,WHITE,WHITE,1,0,6,0,0,0,1,21,31,0
30,23,WHITE,WHITE,1,0,7,0,0,0,0,21,21,1
30,24,WHITE,WHITE,1,0,6,0,0,0,0,21,21,1
30,36,WHITE,WHITE,1,0,8,0,0,1,0,21,31,0
30,26,WHITE,ASIAN,1,0,7,1,1,1,1,21,21,1
30,27,WHITE,ASIAN,1,0,8,1,0,1,0,21,21,1
30,28,WHITE,WHITE,1,0,9,0,0,1,0,21,21,1
30,31,WHITE,WHITE,1,0,8,0,1,1,1,21,31,0
30,28,WHITE,WHITE,1,0,10,0,0,0,0,21,21,1
30,27,WHITE,ASIAN,1,0,8,1,1,1,1,21,21,1
30,28,WHITE,ASIAN,1,0,7,1,0,0,0,21,21,1
30,27,WHITE,WHITE,1,0,10,0,0,0,0,21,21,1
30,27,WHITE,WHITE,1,0,9,0,0,0,0,21,21,1
30,30,WHITE,BLACK,1,0,7,1,0,0,0,21,21,1
30,28,WHITE,ASIAN,1,0,9,1,0,1,0,21,21,1
26,24,OTHER,WHITE,1,0,4,1,0,0,0,21,21,1
26,33,OTHER,WHITE,1,0,3,1,0,0,1,21,31,0
26,23,OTHER,WHITE,1,0,7,1,0,1,0,21,21,1
26,24,OTHER,WHITE,1,0,5,1,0,0,0,21,21,1
26,36,OTHER,WHITE,1,0,7,1,0,0,0,21,31,0
26,26,OTHER,ASIAN,1,0,8,1,1,1,1,21,21,1
26,27,OTHER,ASIAN,1,0,8,1,0,1,0,21,21,1
26,28,OTHER,WHITE,1,0,7,1,1,1,1,21,21,1
26,31,OTHER,WHITE,1,0,5,1,0,0,0,21,31,0
26,28,OTHER,WHITE,1,0,8,1,0,0,0,21,21,1
26,27,OTHER,ASIAN,1,0,8,1,0,0,0,21,21,1
26,28,OTHER,ASIAN,1,0,6,1,0,0,0,21,21,1
26,27,OTHER,WHITE,1,0,7,1,1,1,1,21,21,1
26,27,OTHER,WHITE,1,0,7,1,0,1,0,21,21,1
26,30,OTHER,BLACK,1,0,7,1,0,1,0,21,21,1
26,28,OTHER,ASIAN,1,0,8,1,0,1,0,21,21,1
23,24,WHITE,WHITE,1,0,7,0,1,1,1,21,21,1
23,33,WHITE,WHITE,1,0,3,0,0,0,0,21,31,0
23,23,WHITE,WHITE,1,0,4,0,0,0,0,21,21,1
23,24,WHITE,WHITE,1,0,2,0,0,0,0,21,21,1
23,36,WHITE,WHITE,1,0,3,0,0,0,0,21,31,0
23,26,WHITE,ASIAN,1,0,3,1,0,0,0,21,21,1
23,27,WHITE,ASIAN,1,0,6,1,0,1,0,21,21,1
23,28,WHITE,WHITE,1,0,6,0,0,1,0,21,21,1
23,31,WHITE,WHITE,1,0,7,0,1,1,1,21,31,0
23,28,WHITE,WHITE,1,0,8,0,0,1,0,21,21,1
23,27,WHITE,ASIAN,1,0,7,1,1,1,1,21,21,1
23,28,WHITE,ASIAN,1,0,4,1,0,0,1,21,21,1
23,27,WHITE,WHITE,1,0,5,0,0,1,0,21,21,1
23,27,WHITE,WHITE,1,0,6,0,0,1,0,21,21,1
23,30,WHITE,BLACK,1,0,7,1,0,1,0,21,21,1
23,28,WHITE,ASIAN,1,0,6,1,0,1,0,21,21,1
23,24,ASIAN,WHITE,1,0,8,1,1,1,1,21,21,1
23,33,ASIAN,WHITE,1,0,5,1,0,0,1,21,31,0
23,23,ASIAN,WHITE,1,0,8,1,0,1,0,21,21,1
23,24,ASIAN,WHITE,1,0,7,1,0,1,0,21,21,1
23,36,ASIAN,WHITE,1,0,4,1,0,0,0,21,31,0
23,26,ASIAN,ASIAN,1,0,4,0,0,0,0,21,21,1
23,27,ASIAN,ASIAN,1,0,7,0,0,1,0,21,21,1
23,28,ASIAN,WHITE,1,0,5,1,0,0,0,21,21,1
23,31,ASIAN,WHITE,1,0,8,1,0,1,0,21,31,0
23,28,ASIAN,WHITE,1,0,9,1,0,1,0,21,21,1
23,27,ASIAN,ASIAN,1,0,7,0,0,1,0,21,21,1
23,28,ASIAN,ASIAN,1,0,7,0,0,0,1,21,21,1
23,27,ASIAN,WHITE,1,0,8,1,0,1,0,21,21,1
23,27,ASIAN,WHITE,1,0,7,1,0,1,0,21,21,1
23,30,ASIAN,BLACK,1,0,7,1,0,0,0,21,21,1
23,28,ASIAN,ASIAN,1,0,6,0,0,1,0,21,21,1
28,24,WHITE,WHITE,1,0,8,0,1,1,1,21,21,1
28,33,WHITE,WHITE,1,0,7,0,0,0,1,21,31,0
28,23,WHITE,WHITE,1,0,8,0,0,0,1,21,21,1
28,24,WHITE,WHITE,1,0,7,0,0,0,0,21,21,1
28,36,WHITE,WHITE,1,0,7,0,0,0,0,21,31,0
28,26,WHITE,ASIAN,1,0,10,1,1,1,1,21,21,1
28,27,WHITE,ASIAN,1,0,9,1,1,1,1,21,21,1
28,28,WHITE,WHITE,1,0,9,0,0,0,1,21,21,1
28,31,WHITE,WHITE,1,0,7,0,0,0,1,21,31,0
28,28,WHITE,WHITE,1,0,9,0,0,1,0,21,21,1
28,27,WHITE,ASIAN,1,0,10,1,0,0,1,21,21,1
28,28,WHITE,ASIAN,1,0,9,1,0,0,1,21,21,1
28,27,WHITE,WHITE,1,0,10,0,1,1,1,21,21,1
28,27,WHITE,WHITE,1,0,9,0,0,0,1,21,21,1
28,30,WHITE,BLACK,1,0,8,1,0,0,1,21,21,1
28,28,WHITE,ASIAN,1,0,10,1,1,1,1,21,21,1
28,24,ASIAN,WHITE,1,0,7,1,0,1,0,21,21,1
28,33,ASIAN,WHITE,1,0,5,1,0,0,0,21,31,0
28,24,ASIAN,WHITE,1,0,6,1,0,1,0,21,21,1
28,36,ASIAN,WHITE,1,0,5,1,0,1,0,21,31,0
28,26,ASIAN,ASIAN,1,0,7,0,0,1,0,21,21,1
28,27,ASIAN,ASIAN,1,0,6,0,0,1,0,21,21,1
28,28,ASIAN,WHITE,1,0,7,1,0,1,0,21,21,1
28,31,ASIAN,WHITE,1,0,6,1,0,1,0,21,31,0
28,28,ASIAN,WHITE,1,0,8,1,0,1,0,21,21,1
28,27,ASIAN,ASIAN,1,0,5,0,0,0,0,21,21,1
28,28,ASIAN,ASIAN,1,0,5,0,0,1,0,21,21,1
28,27,ASIAN,WHITE,1,0,6,1,0,1,0,21,21,1
28,27,ASIAN,WHITE,1,0,6,1,0,1,0,21,21,1
28,30,ASIAN,BLACK,1,0,6,1,0,1,0,21,21,1
28,28,ASIAN,ASIAN,1,0,6,0,0,1,0,21,21,1
29,24,WHITE,WHITE,1,0,7,0,1,1,1,21,21,1
29,33,WHITE,WHITE,1,0,5,0,0,0,1,21,31,0
29,23,WHITE,WHITE,1,0,8,0,0,1,0,21,21,1
29,24,WHITE,WHITE,1,0,6,0,0,1,0,21,21,1
29,36,WHITE,WHITE,1,0,6,0,0,1,0,21,31,0
29,26,WHITE,ASIAN,1,0,5,1,0,0,0,21,21,1
29,27,WHITE,ASIAN,1,0,7,1,0,1,0,21,21,1
29,28,WHITE,WHITE,1,0,8,0,1,1,1,21,21,1
29,31,WHITE,WHITE,1,0,7,0,0,1,0,21,31,0
29,28,WHITE,WHITE,1,0,9,0,0,1,0,21,21,1
29,27,WHITE,ASIAN,1,0,7,1,0,1,0,21,21,1
29,28,WHITE,ASIAN,1,0,6,1,1,1,1,21,21,1
29,27,WHITE,WHITE,1,0,9,0,1,1,1,21,21,1
29,27,WHITE,WHITE,1,0,10,0,0,1,0,21,21,1
29,30,WHITE,BLACK,1,0,6,1,0,1,0,21,21,1
29,28,WHITE,ASIAN,1,0,9,1,0,1,0,21,21,1
27,24,WHITE,WHITE,1,0,8,0,1,1,1,21,21,1
27,23,WHITE,WHITE,1,0,4,0,0,0,0,21,21,1
27,24,WHITE,WHITE,1,0,2,0,0,0,1,21,21,1
27,36,WHITE,WHITE,1,0,1,0,0,0,0,21,31,0
27,26,WHITE,ASIAN,1,0,8,1,1,1,1,21,21,1
27,27,WHITE,ASIAN,1,0,7,1,0,1,0,21,21,1
27,28,WHITE,WHITE,1,0,6,0,1,1,1,21,21,1
27,31,WHITE,WHITE,1,0,4,0,0,0,0,21,31,0
27,28,WHITE,WHITE,1,0,8,0,0,1,0,21,21,1
27,27,WHITE,ASIAN,1,0,7,1,0,1,0,21,21,1
27,28,WHITE,ASIAN,1,0,4,1,0,0,1,21,21,1
27,27,WHITE,WHITE,1,0,7,0,1,1,1,21,21,1
27,27,WHITE,WHITE,1,0,5,0,0,0,0,21,21,1
27,30,WHITE,BLACK,1,0,6,1,1,1,1,21,21,1
27,28,WHITE,ASIAN,1,0,8,1,0,1,0,21,21,1
22,24,WHITE,WHITE,1,0,8,0,1,1,1,21,21,1
22,33,WHITE,WHITE,1,0,4,0,0,0,0,21,31,0
22,23,WHITE,WHITE,1,0,5,0,0,0,0,21,21,1
22,24,WHITE,WHITE,1,0,4,0,0,0,1,21,21,1
22,36,WHITE,WHITE,1,0,5,0,0,0,0,21,31,0
22,26,WHITE,ASIAN,1,0,5,1,0,0,0,21,21,1
22,27,WHITE,ASIAN,1,0,5,1,0,0,0,21,21,1
22,28,WHITE,WHITE,1,0,8,0,1,1,1,21,21,1
22,31,WHITE,WHITE,1,0,7,0,0,1,0,21,31,0
22,28,WHITE,WHITE,1,0,9,0,1,1,1,21,21,1
22,27,WHITE,ASIAN,1,0,5,1,0,0,0,21,21,1
22,28,WHITE,ASIAN,1,0,5,1,0,0,0,21,21,1
22,27,WHITE,WHITE,1,0,6,0,1,1,1,21,21,1
22,27,WHITE,WHITE,1,0,6,0,0,1,0,21,21,1
22,30,WHITE,BLACK,1,0,7,1,1,1,1,21,21,1
22,28,WHITE,ASIAN,1,0,7,1,0,1,0,21,21,1
29,34,ASIAN,WHITE,0,1,5,1,1,1,1,21,31,0
29,25,ASIAN,ASIAN,0,1,5,0,0,0,0,21,21,1
29,24,ASIAN,ASIAN,0,1,5,0,0,1,0,21,21,1
29,26,ASIAN,WHITE,0,1,5,1,1,1,1,21,21,1
29,21,ASIAN,WHITE,0,1,5,1,0,1,0,21,21,1
29,27,ASIAN,OTHER,0,1,5,1,0,1,0,21,21,1
29,25,ASIAN,WHITE,0,1,5,1,0,1,0,21,21,1
29,28,ASIAN,WHITE,0,1,5,1,0,1,0,21,21,1
29,24,ASIAN,WHITE,0,1,6,1,0,1,0,21,21,1
29,25,ASIAN,ASIAN,0,1,6,0,0,1,0,21,21,1
23,34,OTHER,WHITE,0,1,7,1,0,1,0,21,31,0
23,25,OTHER,ASIAN,0,1,2,1,0,0,0,21,21,1
23,24,OTHER,ASIAN,0,1,2,1,0,0,1,21,21,1
23,26,OTHER,WHITE,0,1,4,1,0,0,0,21,21,1
23,21,OTHER,WHITE,0,1,4,1,1,1,1,21,21,1
23,27,OTHER,OTHER,0,1,4,0,0,1,0,21,21,1
23,25,OTHER,WHITE,0,1,7,1,1,1,1,21,21,1
23,28,OTHER,WHITE,0,1,1,1,0,1,0,21,21,1
23,24,OTHER,WHITE,0,1,1,1,0,0,0,21,21,1
23,25,OTHER,ASIAN,0,1,4,1,1,1,1,21,21,1
28,34,ASIAN,WHITE,0,1,7,1,1,1,1,21,31,0
28,25,ASIAN,ASIAN,0,1,6,0,0,0,0,21,21,1
28,24,ASIAN,ASIAN,0,1,7,0,1,1,1,21,21,1
28,26,ASIAN,WHITE,0,1,5,1,0,0,0,21,21,1
28,21,ASIAN,WHITE,0,1,7,1,0,0,0,21,21,1
28,27,ASIAN,OTHER,0,1,6,1,0,0,0,21,21,1
28,25,ASIAN,WHITE,0,1,8,1,0,0,1,21,21,1
28,28,ASIAN,WHITE,0,1,8,1,1,1,1,21,21,1
28,24,ASIAN,WHITE,0,1,8,1,0,1,0,21,21,1
28,25,ASIAN,ASIAN,0,1,7,0,0,1,0,21,21,1
22,34,WHITE,WHITE,0,1,5,0,0,1,0,21,31,0
22,25,WHITE,ASIAN,0,1,2,1,0,0,0,21,21,1
22,24,WHITE,ASIAN,0,1,2,1,0,0,0,21,21,1
22,26,WHITE,WHITE,0,1,4,0,0,0,0,21,21,1
22,21,WHITE,WHITE,0,1,1,0,0,0,0,21,21,1
22,27,WHITE,OTHER,0,1,4,1,0,0,0,21,21,1
22,25,WHITE,WHITE,0,1,6,0,0,1,0,21,21,1
22,28,WHITE,WHITE,0,1,7,0,0,1,0,21,21,1
22,24,WHITE,WHITE,0,1,7,0,0,1,0,21,21,1
22,25,WHITE,ASIAN,0,1,5,1,0,0,0,21,21,1
35,34,ASIAN,WHITE,0,1,5,1,0,0,1,31,31,1
35,25,ASIAN,ASIAN,0,1,7,0,0,1,0,31,21,0
35,24,ASIAN,ASIAN,0,1,5,0,1,1,1,31,21,0
35,26,ASIAN,WHITE,0,1,4,1,0,0,0,31,21,0
35,21,ASIAN,WHITE,0,1,5,1,0,0,1,31,21,0
35,27,ASIAN,OTHER,0,1,7,1,0,1,0,31,21,0
35,25,ASIAN,WHITE,0,1,7,1,0,1,0,31,21,0
35,28,ASIAN,WHITE,0,1,8,1,0,1,0,31,21,0
35,24,ASIAN,WHITE,0,1,6,1,0,0,0,31,21,0
35,25,ASIAN,ASIAN,0,1,7,0,0,1,0,31,21,0
30,34,HISPANIC,WHITE,0,1,3,1,0,0,1,21,31,0
30,25,HISPANIC,ASIAN,0,1,4,1,0,0,1,21,21,1
30,24,HISPANIC,ASIAN,0,1,4,1,0,0,1,21,21,1
30,26,HISPANIC,WHITE,0,1,4,1,0,0,1,21,21,1
30,21,HISPANIC,WHITE,0,1,4,1,0,0,0,21,21,1
30,27,HISPANIC,OTHER,0,1,4,1,0,0,0,21,21,1
30,25,HISPANIC,WHITE,0,1,7,1,1,1,1,21,21,1
30,28,HISPANIC,WHITE,0,1,4,1,0,0,1,21,21,1
30,24,HISPANIC,WHITE,0,1,6,1,0,0,1,21,21,1
30,25,HISPANIC,ASIAN,0,1,5,1,0,0,1,21,21,1
24,34,ASIAN,WHITE,0,1,7,1,1,1,1,21,31,0
24,25,ASIAN,ASIAN,0,1,4,0,0,0,1,21,21,1
24,24,ASIAN,ASIAN,0,1,6,0,0,0,1,21,21,1
24,26,ASIAN,WHITE,0,1,5,1,0,0,1,21,21,1
24,21,ASIAN,WHITE,0,1,7,1,0,0,1,21,21,1
24,27,ASIAN,OTHER,0,1,7,1,0,0,0,21,21,1
24,25,ASIAN,WHITE,0,1,8,1,0,0,1,21,21,1
24,28,ASIAN,WHITE,0,1,8,1,0,0,1,21,21,1
24,24,ASIAN,WHITE,0,1,9,1,1,1,1,21,21,1
24,25,ASIAN,ASIAN,0,1,7,0,0,0,1,21,21,1
22,34,BLACK,WHITE,0,1,8,1,0,1,0,21,31,0
22,25,BLACK,ASIAN,0,1,6,1,1,1,1,21,21,1
22,24,BLACK,ASIAN,0,1,8,1,1,1,1,21,21,1
22,26,BLACK,WHITE,0,1,4,1,0,0,0,21,21,1
22,21,BLACK,WHITE,0,1,4,1,0,0,1,21,21,1
22,27,BLACK,OTHER,0,1,5,1,0,1,0,21,21,1
22,25,BLACK,WHITE,0,1,5,1,1,1,1,21,21,1
22,28,BLACK,WHITE,0,1,8,1,1,1,1,21,21,1
22,24,BLACK,WHITE,0,1,6,1,0,0,0,21,21,1
